grid_cell,grid_lat,grid_lon,n_events,weighted,high_sev,active_days,zone,cum_share
"12.8873,77.59686",12.887297,77.596863,1,2,0,1,Hulimavu,0.9982
"13.04104,77.56688",13.04104,77.566882,1,2,0,1,Kodigehalli,0.9982
"13.04104,77.54843",13.04104,77.548432,1,2,0,1,Jalahalli,0.9982
"12.96643,77.49769",12.96643,77.497694,1,2,0,1,Jnanabharathi,0.9982
"12.91443,77.51384",12.914428,77.513838,1,2,0,1,Kengeri,0.9982
"12.99582,77.58533",12.995822,77.585332,1,2,0,1,High ground,0.9982
"13.04104,77.50461",13.04104,77.504613,1,2,0,1,Peenya,0.9982
"13.03878,77.57149",13.038779,77.571494,1,2,0,1,Kodigehalli,0.9982
"13.03878,77.56688",13.038779,77.566882,1,2,0,1,Kodigehalli,0.9982
"12.99582,77.70065",12.995822,77.700646,1,2,0,1,Mahadevapura,0.9982
"12.99582,77.68681",12.995822,77.686808,1,2,0,1,Mahadevapura,0.9982
"13.03426,77.50922",13.034258,77.509225,1,2,0,1,Peenya,0.9982
"13.032,77.73063",13.031997,77.730627,1,2,0,1,K.R. Pura,0.9982
"13.032,77.61993",13.031997,77.619926,1,2,0,1,K.G. Halli,0.9982
"13.032,77.58994",13.031997,77.589945,1,2,0,1,Hebbala,0.9982
"13.032,77.57611",13.031997,77.576107,1,2,0,1,Kodigehalli,0.9982
"13.032,77.56458",13.031997,77.564576,1,2,0,1,Sadashivanagar,0.9982
"13.0433,77.60148",13.043301,77.601476,1,2,0,1,Hebbala,0.9982
"13.02974,77.71679",13.029736,77.71679,1,2,0,1,K.R. Pura,0.9982
"12.95739,77.49539",12.957386,77.495387,1,2,0,1,Jnanabharathi,0.9982
"12.95512,77.73293",12.955125,77.732934,1,2,0,1,Whitefield,0.9982
"12.96191,77.54612",12.961908,77.546125,1,2,0,1,Magadi Road,0.9982
"13.02974,77.62915",13.029736,77.629151,1,2,0,1,Hennuru,0.9982
"12.88956,77.62454",12.889558,77.624539,1,2,0,1,Hulimavu,0.9983
"13.00034,77.52998",13.000344,77.529982,1,2,0,1,Rajajinagar,0.9983
"13.00034,77.48616",13.000344,77.486162,1,2,0,1,Kamakshipalya,0.9983
"13.00034,77.48155",13.000344,77.48155,1,2,0,1,Kamakshipalya,0.9983
"12.99808,77.71679",12.998083,77.71679,1,2,0,1,K.R. Pura,0.9983
"12.99808,77.71448",12.998083,77.714483,1,2,0,1,K.R. Pura,0.9983
"12.90991,77.56688",12.909906,77.566882,1,2,0,1,K.S. Layout,0.9983
"12.90765,77.70295",12.907646,77.702952,1,2,0,1,Bellandur,0.9983
"13.04104,77.59917",13.04104,77.59917,1,2,0,1,Hebbala,0.9983
"13.04104,77.57841",13.04104,77.578413,1,2,0,1,Kodigehalli,0.9983
"12.94156,77.69834",12.941559,77.698339,1,2,0,1,HAL Old Airport,0.9983
"12.94382,77.62915",12.94382,77.629151,1,2,0,1,Ashok Nagar,0.9983
"12.94382,77.62223",12.94382,77.622232,1,2,0,1,Adugodi,0.9983
"12.94382,77.6084",12.94382,77.608395,1,2,0,1,Adugodi,0.9983
"12.91443,77.60609",12.914428,77.606089,1,2,0,1,Mico Layout,0.9983
"12.91443,77.56688",12.914428,77.566882,1,2,0,1,K.S. Layout,0.9983
"12.91443,77.56458",12.914428,77.564576,1,2,0,1,Banashankari,0.9983
"12.91443,77.55996",12.914428,77.559963,1,2,0,1,K.S. Layout,0.9983
"12.99582,77.5369",12.995822,77.5369,1,2,0,1,Vijayanagara,0.9983
"12.91443,77.67528",12.914428,77.675277,1,2,0,1,Bellandur,0.9983
"12.95739,77.52768",12.957386,77.527675,1,2,0,1,Byatarayanapura,0.9983
"12.96191,77.5369",12.961908,77.5369,1,2,0,1,Vijayanagara,0.9983
"12.96191,77.53459",12.961908,77.534594,1,2,0,1,Vijayanagara,0.9983
"12.88051,77.67297",12.880514,77.67297,1,2,0,1,Electronic City,0.9983
"12.88051,77.65452",12.880514,77.65452,1,2,0,1,Electronic City,0.9984
"13.0433,77.61301",13.043301,77.613007,1,2,0,1,Hennuru,0.9984
"13.04556,77.54612",13.045562,77.546125,1,2,0,1,Jalahalli,0.9984
"13.04556,77.52306",13.045562,77.523063,1,2,0,1,Jalahalli,0.9984
"13.04556,77.49769",13.045562,77.497694,1,2,0,1,Peenya,0.9984
"13.0433,77.7583",13.043301,77.758303,1,2,0,1,K.R. Pura,0.9984
"12.88278,77.63607",12.882775,77.63607,1,2,0,1,Hulimavu,0.9984
"12.88278,77.60609",12.882775,77.606089,1,2,0,1,Hulimavu,0.9984
"12.88278,77.59917",12.882775,77.59917,1,2,0,1,Hulimavu,0.9984
"12.88278,77.5",12.882775,77.5,1,2,0,1,Thalagattapura,0.9984
"12.91443,77.64068",12.914428,77.640683,1,2,0,1,HSR Layout,0.9984
"12.91443,77.61993",12.914428,77.619926,1,2,0,1,Mico Layout,0.9984
"12.98,77.51845",12.979995,77.51845,1,2,0,1,Kamakshipalya,0.9984
"12.97773,77.72371",12.977734,77.723708,1,2,0,1,Mahadevapura,0.9984
"12.97773,77.7214",12.977734,77.721402,1,2,0,1,Mahadevapura,0.9984
"12.97773,77.67758",12.977734,77.677583,1,2,0,1,Banaswadi,0.9984
"12.97773,77.6107",12.977734,77.610701,1,2,0,1,Shivajinagar,0.9984
"12.95739,77.54612",12.957386,77.546125,1,2,0,1,Magadi Road,0.9984
"12.99356,77.65913",12.993561,77.659133,1,2,0,1,Banaswadi,0.9984
"12.91669,77.66375",12.916689,77.663745,1,2,0,1,Bellandur,0.9984
"12.91669,77.64068",12.916689,77.640683,1,2,0,1,HSR Layout,0.9984
"12.99808,77.70065",12.998083,77.700646,1,2,0,1,Mahadevapura,0.9984
"12.99808,77.66836",12.998083,77.668358,1,2,0,1,Banaswadi,0.9984
"12.90991,77.60609",12.909906,77.606089,1,2,0,1,Mico Layout,0.9984
"12.88956,77.60378",12.889558,77.603782,1,2,0,1,Mico Layout,0.9985
"12.97321,77.70756",12.973213,77.707565,1,2,0,1,Mahadevapura,0.9985
"12.97321,77.70295",12.973213,77.702952,1,2,0,1,Mahadevapura,0.9985
"12.97321,77.67758",12.973213,77.677583,1,2,0,1,Banaswadi,0.9985
"12.95512,77.56227",12.955125,77.562269,1,2,0,1,Basavanagudi,0.9985
"12.95512,77.55535",12.955125,77.555351,1,2,0,1,Chamarajpet,0.9985
"12.95512,77.52768",12.955125,77.527675,1,2,0,1,Byatarayanapura,0.9985
"12.95286,77.74447",12.952864,77.744465,1,2,0,1,Whitefield,0.9985
"13.00034,77.59686",13.000344,77.596863,1,2,0,1,R.T. Nagar,0.9985
"13.04556,77.55074",13.045562,77.550738,1,2,0,1,Jalahalli,0.9985
"13.04782,77.57841",13.047823,77.578413,1,2,0,1,Kodigehalli,0.9985
"13.00034,77.59225",13.000344,77.592251,1,2,0,1,R.T. Nagar,0.9985
"13.00034,77.58303",13.000344,77.583026,1,2,0,1,Sadashivanagar,0.9985
"13.00034,77.53921",13.000344,77.539207,1,2,0,1,Vijayanagara,0.9985
"12.88956,77.56919",12.889558,77.569188,1,2,0,1,Thalagattapura,0.9985
"13.02974,77.55304",13.029736,77.553044,1,2,0,1,Yeshwanthpura,0.9985
"13.02974,77.51153",13.029736,77.511531,1,2,0,1,Peenya,0.9985
"13.02748,77.58303",13.027475,77.583026,1,2,0,1,Kodigehalli,0.9985
"13.02748,77.51384",13.027475,77.513838,1,2,0,1,Peenya,0.9985
"13.04556,77.75138",13.045562,77.751384,1,2,0,1,K.R. Pura,0.9985
"13.04556,77.64299",13.045562,77.642989,1,2,0,1,Hennuru,0.9985
"12.88051,77.63838",12.880514,77.638376,1,2,0,1,Hulimavu,0.9985
"12.88051,77.55074",12.880514,77.550738,1,2,0,1,Thalagattapura,0.9985
"12.88051,77.54151",12.880514,77.541513,1,2,0,1,Thalagattapura,0.9985
"12.99356,77.6845",12.993561,77.684502,1,2,0,1,Mahadevapura,0.9985
"12.99356,77.66375",12.993561,77.663745,1,2,0,1,Banaswadi,0.9986
"12.89182,77.5369",12.891819,77.5369,1,2,0,1,Thalagattapura,0.9986
"12.96417,77.62454",12.964169,77.624539,1,2,0,1,Halasur,0.9986
"12.96417,77.61762",12.964169,77.61762,1,2,0,1,Ashok Nagar,0.9986
"12.97773,77.54612",12.977734,77.546125,1,2,0,1,Magadi Road,0.9986
"12.97773,77.53229",12.977734,77.532288,1,2,0,1,Vijayanagara,0.9986
"12.9506,77.48616",12.950603,77.486162,1,2,0,1,Jnanabharathi,0.9986
"12.99356,77.58533",12.993561,77.585332,1,2,0,1,High ground,0.9986
"12.99356,77.5369",12.993561,77.5369,1,2,0,1,Vijayanagara,0.9986
"12.99356,77.53459",12.993561,77.534594,1,2,0,1,Vijayanagara,0.9986
"12.87825,77.62684",12.878253,77.626845,1,2,0,1,Hulimavu,0.9986
"12.87825,77.6084",12.878253,77.608395,1,2,0,1,Hulimavu,0.9986
"12.87825,77.55074",12.878253,77.550738,1,2,0,1,Thalagattapura,0.9986
"12.87599,77.73524",12.875993,77.73524,1,2,0,1,No Police Station,0.9986
"12.87599,77.65452",12.875993,77.65452,1,2,0,1,Electronic City,0.9986
"13.05008,77.48386",13.050084,77.483856,1,2,0,1,No Police Station,0.9986
"13.04782,77.62684",13.047823,77.626845,1,2,0,1,Hennuru,0.9986
"12.91895,77.54612",12.91895,77.546125,1,2,0,1,Banashankari,0.9986
"13.02521,77.59456",13.025214,77.594557,1,2,0,1,R.T. Nagar,0.9986
"13.02521,77.53921",13.025214,77.539207,1,2,0,1,Yeshwanthpura,0.9986
"13.02521,77.52998",13.025214,77.529982,1,2,0,1,Yeshwanthpura,0.9986
"13.02521,77.51384",13.025214,77.513838,1,2,0,1,Peenya,0.9986
"12.91895,77.51153",12.91895,77.511531,1,2,0,1,Kengeri,0.9986
"12.9913,77.58303",12.9913,77.583026,1,2,0,1,High ground,0.9986
"12.9913,77.57611",12.9913,77.576107,1,2,0,1,Sheshadripuram,0.9987
"12.97321,77.50461",12.973213,77.504613,1,2,0,1,Jnanabharathi,0.9987
"12.97095,77.67758",12.970952,77.677583,1,2,0,1,Banaswadi,0.9987
"12.87825,77.63376",12.878253,77.633764,1,2,0,1,Hulimavu,0.9987
"12.99356,77.59917",12.993561,77.59917,1,2,0,1,R.T. Nagar,0.9987
"13.02748,77.49769",13.027475,77.497694,1,2,0,1,Peenya,0.9987
"13.02521,77.63838",13.025214,77.638376,1,2,0,1,Banaswadi,0.9987
"13.02521,77.62223",13.025214,77.622232,1,2,0,1,K.G. Halli,0.9987
"12.89182,77.58533",12.891819,77.585332,1,2,0,1,J.P. Nagar,0.9987
"12.90765,77.64068",12.907646,77.640683,1,2,0,1,HSR Layout,0.9987
"12.96417,77.6476",12.964169,77.647601,1,2,0,1,Jeevanbheemanagar,0.9987
"12.96417,77.64299",12.964169,77.642989,1,2,0,1,Jeevanbheemanagar,0.9987
"12.96417,77.63607",12.964169,77.63607,1,2,0,1,Jeevanbheemanagar,0.9987
"12.97547,77.51153",12.975473,77.511531,1,2,0,1,Jnanabharathi,0.9987
"12.97547,77.50922",12.975473,77.509225,1,2,0,1,Jnanabharathi,0.9987
"12.96869,77.6107",12.968691,77.610701,1,2,0,1,Ashok Nagar,0.9987
"12.94834,77.61993",12.948342,77.619926,1,2,0,1,Adugodi,0.9987
"12.94834,77.59917",12.948342,77.59917,1,2,0,1,Wilson Garden,0.9987
"13.02295,77.69373",13.022953,77.693727,1,2,0,1,K.R. Pura,0.9987
"13.02295,77.64068",13.022953,77.640683,1,2,0,1,Banaswadi,0.9987
"13.05461,77.47232",13.054606,77.472325,1,2,0,1,No Police Station,0.9987
"13.05234,77.52998",13.052345,77.529982,1,2,0,1,Jalahalli,0.9987
"13.05234,77.51153",13.052345,77.511531,1,2,0,1,Chikkabanavara,0.9987
"13.05008,77.56688",13.050084,77.566882,1,2,0,1,Kodigehalli,0.9987
"12.91895,77.55766",12.91895,77.557657,1,2,0,1,Banashankari,0.9988
"13.02295,77.62454",13.022953,77.624539,1,2,0,1,K.G. Halli,0.9988
"12.89408,77.45388",12.89408,77.453875,1,2,0,1,Kengeri,0.9988
"12.89182,77.62454",12.891819,77.624539,1,2,0,1,Hulimavu,0.9988
"13.0026,77.67989",13.002605,77.679889,1,2,0,1,K.R. Pura,0.9988
"13.0026,77.67528",13.002605,77.675277,1,2,0,1,Banaswadi,0.9988
"13.0026,77.63146",13.002605,77.631458,1,2,0,1,Banaswadi,0.9988
"13.0026,77.57841",13.002605,77.578413,1,2,0,1,Sadashivanagar,0.9988
"13.0026,77.56227",13.002605,77.562269,1,2,0,1,Malleshwaram,0.9988
"12.98904,77.72371",12.989039,77.723708,1,2,0,1,Mahadevapura,0.9988
"13.05461,77.6453",13.054606,77.645295,1,2,0,1,Hennuru,0.9988
"12.87599,77.62684",12.875993,77.626845,1,2,0,1,Hulimavu,0.9988
"12.87599,77.52768",12.875993,77.527675,1,2,0,1,Thalagattapura,0.9988
"12.87599,77.51614",12.875993,77.516144,1,2,0,1,Thalagattapura,0.9988
"13.05461,77.57841",13.054606,77.578413,1,2,0,1,Kodigehalli,0.9988
"13.05461,77.5738",13.054606,77.573801,1,2,0,1,Kodigehalli,0.9988
"12.90765,77.6476",12.907646,77.647601,1,2,0,1,HSR Layout,0.9988
"12.93252,77.55996",12.932516,77.559963,1,2,0,1,Basavanagudi,0.9988
"12.93252,77.55766",12.932516,77.557657,1,2,0,1,Banashankari,0.9988
"12.98,77.56458",12.979995,77.564576,1,2,0,1,Sheshadripuram,0.9988
"12.93478,77.5369",12.934777,77.5369,1,2,0,1,Banashankari,0.9988
"12.98904,77.71448",12.989039,77.714483,1,2,0,1,Mahadevapura,0.9988
"12.92121,77.57149",12.921211,77.571494,1,2,0,1,Banashankari,0.9988
"12.87373,77.58303",12.873732,77.583026,1,2,0,1,Thalagattapura,0.9988
"13.05687,77.57841",13.056867,77.578413,1,2,0,1,Kodigehalli,0.9988
"13.05687,77.55074",13.056867,77.550738,1,2,0,1,Jalahalli,0.9989
"13.05687,77.53229",13.056867,77.532288,1,2,0,1,Jalahalli,0.9989
"13.05687,77.4631",13.056867,77.4631,1,2,0,1,No Police Station,0.9989
"12.9913,77.55996",12.9913,77.559963,1,2,0,1,Rajajinagar,0.9989
"12.91895,77.58533",12.91895,77.585332,1,2,0,1,Jayanagara,0.9989
"12.9913,77.53229",12.9913,77.532288,1,2,0,1,Vijayanagara,0.9989
"13.02295,77.63376",13.022953,77.633764,1,2,0,1,Banaswadi,0.9989
"13.02295,77.62915",13.022953,77.629151,1,2,0,1,K.G. Halli,0.9989
"12.95286,77.5369",12.952864,77.5369,1,2,0,1,Byatarayanapura,0.9989
"12.95286,77.70065",12.952864,77.700646,1,2,0,1,HAL Old Airport,0.9989
"12.95286,77.69603",12.952864,77.696033,1,2,0,1,HAL Old Airport,0.9989
"13.0026,77.54151",13.002605,77.541513,1,2,0,1,Rajajinagar,0.9989
"12.89182,77.61762",12.891819,77.61762,1,2,0,1,Madiwala,0.9989
"13.02295,77.55766",13.022953,77.557657,1,2,0,1,Yeshwanthpura,0.9989
"12.96191,77.71218",12.961908,77.712177,1,2,0,1,HAL Old Airport,0.9989
"12.96191,77.70987",12.961908,77.709871,1,2,0,1,HAL Old Airport,0.9989
"12.96191,77.6453",12.961908,77.645295,1,2,0,1,Jeevanbheemanagar,0.9989
"13.02295,77.54382",13.022953,77.543819,1,2,0,1,Yeshwanthpura,0.9989
"13.02295,77.53459",13.022953,77.534594,1,2,0,1,Yeshwanthpura,0.9989
"12.95286,77.68911",12.952864,77.689114,1,2,0,1,HAL Old Airport,0.9989
"12.95739,77.63607",12.957386,77.63607,1,2,0,1,Halasur,0.9989
"12.87373,77.61762",12.873732,77.61762,1,2,0,1,Hulimavu,0.9989
"12.87373,77.59225",12.873732,77.592251,1,2,0,1,J.P. Nagar,0.9989
"12.98904,77.71679",12.989039,77.71679,1,2,0,1,Mahadevapura,0.9989
"13.02069,77.69834",13.020692,77.698339,1,2,0,1,K.R. Pura,0.999
"13.02069,77.6845",13.020692,77.684502,1,2,0,1,K.R. Pura,0.999
"13.02069,77.67528",13.020692,77.675277,1,2,0,1,Banaswadi,0.999
"13.02069,77.59456",13.020692,77.594557,1,2,0,1,R.T. Nagar,0.999
"13.02069,77.58072",13.020692,77.58072,1,2,0,1,Sadashivanagar,0.999
"12.9506,77.59225",12.950603,77.592251,1,2,0,1,Wilson Garden,0.999
"12.9506,77.56688",12.950603,77.566882,1,2,0,1,Basavanagudi,0.999
"12.97773,77.51614",12.977734,77.516144,1,2,0,1,Jnanabharathi,0.999
"12.93704,77.59456",12.937038,77.594557,1,2,0,1,Wilson Garden,0.999
"12.93704,77.58072",12.937038,77.58072,1,2,0,1,Wilson Garden,0.999
"12.95965,77.69834",12.959647,77.698339,1,2,0,1,HAL Old Airport,0.999
"12.94382,77.75138",12.94382,77.751384,1,2,0,1,Whitefield,0.999
"12.95965,77.65683",12.959647,77.656827,1,2,0,1,Jeevanbheemanagar,0.999
"12.92121,77.56919",12.921211,77.569188,1,2,0,1,Banashankari,0.999
"12.92121,77.56458",12.921211,77.564576,1,2,0,1,Banashankari,0.999
"12.95286,77.56688",12.952864,77.566882,1,2,0,1,V.V.Puram (C.Pet),0.999
"13.06365,77.59917",13.06365,77.59917,1,2,0,1,Hebbala,0.999
"13.06365,77.50461",13.06365,77.504613,1,2,0,1,Chikkabanavara,0.999
"12.98904,77.56458",12.989039,77.564576,1,2,0,1,Sheshadripuram,0.999
"12.98904,77.48616",12.989039,77.486162,1,2,0,1,Kamakshipalya,0.999
"12.92121,77.62684",12.921211,77.626845,1,2,0,1,Madiwala,0.999
"13.06365,77.50231",13.06365,77.502306,1,2,0,1,Chikkabanavara,0.999
"13.06139,77.64991",13.061389,77.649908,1,2,0,1,Hennuru,0.999
"13.06139,77.62684",13.061389,77.626845,1,2,0,1,Hennuru,0.999
"12.96191,77.49769",12.961908,77.497694,1,2,0,1,Jnanabharathi,0.9991
"12.95965,77.74447",12.959647,77.744465,1,2,0,1,Whitefield,0.9991
"12.92121,77.47232",12.921211,77.472325,1,2,0,1,Kengeri,0.9991
"12.91895,77.6845",12.91895,77.684502,1,2,0,1,HAL Old Airport,0.9991
"12.91895,77.6822",12.91895,77.682196,1,2,0,1,Bellandur,0.9991
"12.98904,77.66375",12.989039,77.663745,1,2,0,1,Banaswadi,0.9991
"12.98904,77.61762",12.989039,77.61762,1,2,0,1,Pulikeshinagar(F.Town),0.9991
"13.02295,77.51153",13.022953,77.511531,1,2,0,1,Peenya,0.9991
"12.90765,77.58533",12.907646,77.585332,1,2,0,1,J.P. Nagar,0.9991
"12.90765,77.55766",12.907646,77.557657,1,2,0,1,K.S. Layout,0.9991
"12.9393,77.74447",12.939299,77.744465,1,2,0,1,Whitefield,0.9991
"12.9393,77.68681",12.939299,77.686808,1,2,0,1,HAL Old Airport,0.9991
"12.9393,77.62684",12.939299,77.626845,1,2,0,1,Ashok Nagar,0.9991
"12.97547,77.5369",12.975473,77.5369,1,2,0,1,Vijayanagara,0.9991
"13.02069,77.52306",13.020692,77.523063,1,2,0,1,Rajajinagar,0.9991
"13.02069,77.50922",13.020692,77.509225,1,2,0,1,Peenya,0.9991
"13.01843,77.70987",13.018431,77.709871,1,2,0,1,K.R. Pura,0.9991
"12.89408,77.7191",12.89408,77.719096,1,2,0,1,Whitefield,0.9991
"12.87147,77.65452",12.871471,77.65452,1,2,0,1,Electronic City,0.9991
"12.87147,77.6476",12.871471,77.647601,1,2,0,1,Electronic City,0.9991
"12.87147,77.64299",12.871471,77.642989,1,2,0,1,Electronic City,0.9991
"12.87147,77.60148",12.871471,77.601476,1,2,0,1,Hulimavu,0.9991
"12.87147,77.59456",12.871471,77.594557,1,2,0,1,Hulimavu,0.9991
"12.87147,77.54151",12.871471,77.541513,1,2,0,1,Thalagattapura,0.9991
"13.06817,77.58994",13.068172,77.589945,1,2,0,1,Kodigehalli,0.9991
"12.92347,77.59686",12.923472,77.596863,1,2,0,1,Jayanagara,0.9992
"12.93252,77.53459",12.932516,77.534594,1,2,0,1,Banashankari,0.9992
"12.93252,77.51153",12.932516,77.511531,1,2,0,1,Jnanabharathi,0.9992
"12.93252,77.62684",12.932516,77.626845,1,2,0,1,Adugodi,0.9992
"13.06591,77.58994",13.065911,77.589945,1,2,0,1,Kodigehalli,0.9992
"13.06591,77.55074",13.065911,77.550738,1,2,0,1,Yelahanka,0.9992
"12.92347,77.52998",12.923472,77.529982,1,2,0,1,Kengeri,0.9992
"12.92121,77.65452",12.921211,77.65452,1,2,0,1,Bellandur,0.9992
"12.98678,77.71218",12.986778,77.712177,1,2,0,1,Mahadevapura,0.9992
"12.89408,77.61762",12.89408,77.61762,1,2,0,1,Madiwala,0.9992
"12.89408,77.6084",12.89408,77.608395,1,2,0,1,Mico Layout,0.9992
"13.01843,77.65221",13.018431,77.652214,1,2,0,1,Banaswadi,0.9992
"13.01843,77.64991",13.018431,77.649908,1,2,0,1,Banaswadi,0.9992
"13.00487,77.54151",13.004866,77.541513,1,2,0,1,Rajajinagar,0.9992
"13.00487,77.48616",13.004866,77.486162,1,2,0,1,Kamakshipalya,0.9992
"12.92347,77.66375",12.923472,77.663745,1,2,0,1,Bellandur,0.9992
"12.92347,77.62915",12.923472,77.629151,1,2,0,1,Adugodi,0.9992
"12.9506,77.74447",12.950603,77.744465,1,2,0,1,Whitefield,0.9992
"12.90765,77.53921",12.907646,77.539207,1,2,0,1,K.S. Layout,0.9992
"13.01843,77.61531",13.018431,77.615314,1,2,0,1,K.G. Halli,0.9992
"12.8986,77.62223",12.898602,77.622232,1,2,0,1,Madiwala,0.9992
"12.8986,77.60609",12.898602,77.606089,1,2,0,1,Mico Layout,0.9992
"12.8986,77.55766",12.898602,77.557657,1,2,0,1,K.S. Layout,0.9992
"12.89634,77.63838",12.896341,77.638376,1,2,0,1,HSR Layout,0.9992
"12.89634,77.61993",12.896341,77.619926,1,2,0,1,Madiwala,0.9993
"13.01843,77.55996",13.018431,77.559963,1,2,0,1,Yeshwanthpura,0.9993
"13.01843,77.53459",13.018431,77.534594,1,2,0,1,Rajajinagar,0.9993
"13.00487,77.70756",13.004866,77.707565,1,2,0,1,K.R. Pura,0.9993
"13.00487,77.70065",13.004866,77.700646,1,2,0,1,K.R. Pura,0.9993
"13.06817,77.63376",13.068172,77.633764,1,2,0,1,Hennuru,0.9993
"13.06817,77.63146",13.068172,77.631458,1,2,0,1,Hennuru,0.9993
"12.93026,77.62684",12.930255,77.626845,1,2,0,1,Adugodi,0.9993
"12.9506,77.61762",12.950603,77.61762,1,2,0,1,Ashok Nagar,0.9993
"13.07043,77.64991",13.070432,77.649908,1,2,0,1,Hennuru,0.9993
"13.00487,77.63607",13.004866,77.63607,1,2,0,1,Banaswadi,0.9993
"13.00487,77.62223",13.004866,77.622232,1,2,0,1,Pulikeshinagar(F.Town),0.9993
"12.90538,77.6107",12.905385,77.610701,1,2,0,1,Mico Layout,0.9993
"13.01843,77.52768",13.018431,77.527675,1,2,0,1,Rajajinagar,0.9993
"13.01617,77.59456",13.01617,77.594557,1,2,0,1,R.T. Nagar,0.9993
"12.90086,77.57149",12.900863,77.571494,1,2,0,1,J.P. Nagar,0.9993
"13.07043,77.61762",13.070432,77.61762,1,2,0,1,Hennuru,0.9993
"12.86921,77.58303",12.86921,77.583026,1,2,0,1,J.P. Nagar,0.9993
"12.86695,77.65452",12.866949,77.65452,1,2,0,1,Electronic City,0.9993
"12.86695,77.59225",12.866949,77.592251,1,2,0,1,Hulimavu,0.9993
"12.86695,77.58072",12.866949,77.58072,1,2,0,1,Thalagattapura,0.9993
"12.86695,77.5738",12.866949,77.573801,1,2,0,1,Thalagattapura,0.9993
"12.98678,77.47002",12.986778,77.470018,1,2,0,1,Kamakshipalya,0.9993
"13.07269,77.63376",13.072693,77.633764,1,2,0,1,Hennuru,0.9993
"12.98452,77.67758",12.984517,77.677583,1,2,0,1,Mahadevapura,0.9994
"12.98452,77.67066",12.984517,77.670664,1,2,0,1,Banaswadi,0.9994
"12.98452,77.66605",12.984517,77.666052,1,2,0,1,Banaswadi,0.9994
"12.98452,77.58303",12.984517,77.583026,1,2,0,1,High ground,0.9994
"12.92573,77.57149",12.925733,77.571494,1,2,0,1,Banashankari,0.9994
"12.92573,77.56688",12.925733,77.566882,1,2,0,1,Banashankari,0.9994
"12.94608,77.62223",12.946081,77.622232,1,2,0,1,Adugodi,0.9994
"12.94608,77.61993",12.946081,77.619926,1,2,0,1,Adugodi,0.9994
"12.97095,77.50922",12.970952,77.509225,1,2,0,1,Jnanabharathi,0.9994
"12.96869,77.71448",12.968691,77.714483,1,2,0,1,HAL Old Airport,0.9994
"13.07269,77.55535",13.072693,77.555351,1,2,0,1,Yelahanka,0.9994
"12.96869,77.49078",12.968691,77.490775,1,2,0,1,Jnanabharathi,0.9994
"12.96643,77.61993",12.96643,77.619926,1,2,0,1,Halasur,0.9994
"12.98,77.65452",12.979995,77.65452,1,2,0,1,Banaswadi,0.9994
"12.93026,77.62915",12.930255,77.629151,1,2,0,1,Adugodi,0.9994
"12.8986,77.65683",12.898602,77.656827,1,2,0,1,HSR Layout,0.9994
"12.8986,77.6476",12.898602,77.647601,1,2,0,1,HSR Layout,0.9994
"12.97547,77.6107",12.975473,77.610701,1,2,0,1,Cubbon Park,0.9994
"12.97547,77.60609",12.975473,77.606089,1,2,0,1,Cubbon Park,0.9994
"12.97547,77.59225",12.975473,77.592251,1,2,0,1,Cubbon Park,0.9994
"12.9393,77.60148",12.939299,77.601476,1,2,0,1,Adugodi,0.9994
"12.9393,77.54843",12.939299,77.548432,1,2,0,1,Banashankari,0.9994
"12.9393,77.53459",12.939299,77.534594,1,2,0,1,Byatarayanapura,0.9994
"12.90312,77.63838",12.903124,77.638376,1,2,0,1,HSR Layout,0.9994
"12.90312,77.63146",12.903124,77.631458,1,2,0,1,HSR Layout,0.9994
"13.00713,77.56458",13.007126,77.564576,1,2,0,1,Malleshwaram,0.9995
"13.00713,77.55996",13.007126,77.559963,1,2,0,1,Malleshwaram,0.9995
"13.08626,77.49308",13.086259,77.493081,1,2,0,1,Chikkabanavara,0.9995
"13.084,77.55304",13.083998,77.553044,1,2,0,1,Yelahanka,0.9995
"13.084,77.55074",13.083998,77.550738,1,2,0,1,Yelahanka,0.9995
"13.08174,77.59225",13.081737,77.592251,1,2,0,1,Hebbala,0.9995
"12.86017,77.6453",12.860166,77.645295,1,2,0,1,Electronic City,0.9995
"12.86017,77.61301",12.860166,77.613007,1,2,0,1,Hulimavu,0.9995
"12.86017,77.58994",12.860166,77.589945,1,2,0,1,Thalagattapura,0.9995
"12.92573,77.55304",12.925733,77.553044,1,2,0,1,Banashankari,0.9995
"12.92573,77.51614",12.925733,77.516144,1,2,0,1,Kengeri,0.9995
"12.92573,77.47463",12.925733,77.474631,1,2,0,1,Kengeri,0.9995
"12.92347,77.73755",12.923472,77.737546,1,2,0,1,Whitefield,0.9995
"12.92573,77.67066",12.925733,77.670664,1,2,0,1,Bellandur,0.9995
"12.92573,77.58994",12.925733,77.589945,1,2,0,1,Jayanagara,0.9995
"12.8579,77.70295",12.857905,77.702952,1,2,0,1,Electronic City,0.9995
"12.8579,77.65913",12.857905,77.659133,1,2,0,1,Electronic City,0.9995
"13.0953,77.57841",13.095303,77.578413,1,2,0,1,Yelahanka,0.9995
"13.09304,77.48847",13.093042,77.488469,1,2,0,1,Chikkabanavara,0.9995
"13.08852,77.63376",13.08852,77.633764,1,2,0,1,Hennuru,0.9995
"13.08852,77.55535",13.08852,77.555351,1,2,0,1,Yelahanka,0.9995
"12.90086,77.51845",12.900863,77.51845,1,2,0,1,Kengeri,0.9995
